ProductID,Date,Zip,Units,Revenue
1105,2000-01-15,48316,1,246.697500
1105,2000-01-15,48857,1,246.697500
1105,2000-01-15,62220,1,246.697500
1105,2000-01-15,85382,1,246.697500
1105,2000-01-15,89104,1,246.697500
1105,2000-01-15,93906,1,246.697500
1105,2000-01-15,94552,1,246.697500
1106,2000-01-15,27864,1,246.697500
1106,2000-01-15,30058,1,246.697500
1106,2000-01-15,39476,1,246.697500
1106,2000-01-15,45432,1,246.697500
1106,2000-01-15,47933,1,246.697500
1106,2000-01-15,73065,1,246.697500
1106,2000-01-15,73108,1,246.697500
1106,2000-01-15,75119,1,246.697500
1106,2000-01-15,90241,1,246.697500
1106,2000-01-15,91320,1,246.697500
1109,2000-01-15,33156,1,209.947500
1109,2000-01-15,39520,1,209.947500
1109,2000-01-15,74059,1,209.947500
1109,2000-01-15,91744,1,209.947500
1109,2000-01-15,92591,1,209.947500
1109,2000-01-15,98168,1,209.947500
1109,2000-01-15,99207,1,209.947500
1110,2000-01-15,17013,1,209.947500
1110,2000-01-15,27870,1,209.947500
1110,2000-01-15,28092,1,209.947500
1110,2000-01-15,80004,1,209.947500
1110,2000-01-15,80011,1,209.947500
1110,2000-01-15,97402,1,209.947500
1110,2000-01-15,98626,1,209.947500
1111,2000-01-15,16671,1,116.497500
1111,2000-01-15,42206,1,116.497500
1111,2000-01-15,60030,1,116.497500
1111,2000-01-15,60544,1,116.497500
1111,2000-01-15,83703,1,116.497500
1111,2000-01-15,84095,1,116.497500
1111,2000-01-15,85222,1,116.497500
1111,2000-01-15,85742,1,116.497500
1111,2000-01-15,87110,1,116.497500
1111,2000-01-15,89031,1,116.497500
1111,2000-01-15,91745,2,232.995000
1111,2000-01-15,91901,1,116.497500
1111,2000-01-15,92316,1,116.497500
1111,2000-01-15,93212,1,116.497500
1111,2000-01-15,93501,1,116.497500
1111,2000-01-15,95045,1,116.497500
1111,2000-01-15,99040,1,116.497500
1112,2000-01-15,28461,1,116.497500
1112,2000-01-15,30179,1,116.497500
1112,2000-01-15,31061,1,116.497500
1112,2000-01-15,32765,1,116.497500
1112,2000-01-15,45881,1,116.497500
1112,2000-01-15,46947,2,232.995000
1112,2000-01-15,49028,1,116.497500
1112,2000-01-15,52722,1,116.497500
1112,2000-01-15,60102,1,116.497500
1112,2000-01-15,63383,1,116.497500
1112,2000-01-15,88201,1,116.497500
1112,2000-01-15,90047,1,116.497500
1112,2000-01-15,92311,1,116.497500
1112,2000-01-15,92591,1,116.497500
1112,2000-01-15,93505,1,116.497500
1116,2000-01-15,02532,1,251.947500
1116,2000-01-15,02852,1,251.947500
1116,2000-01-15,13052,1,251.947500
1116,2000-01-15,28117,1,251.947500
1116,2000-01-15,29341,1,251.947500
1116,2000-01-15,33060,1,251.947500
1116,2000-01-15,33155,2,503.895000
1116,2000-01-15,33991,1,251.947500
1116,2000-01-15,65616,1,251.947500
1116,2000-01-15,75181,1,251.947500
1116,2000-01-15,75230,1,251.947500
1116,2000-01-15,89702,1,251.947500
1116,2000-01-15,90808,2,503.895000
1116,2000-01-15,93446,1,251.947500
1116,2000-01-15,93535,1,251.947500
1116,2000-01-15,95746,1,251.947500
1120,2000-01-15,27562,1,173.197500
1120,2000-01-15,32119,1,173.197500
1120,2000-01-15,43224,1,173.197500
1120,2000-01-15,73150,1,173.197500
1120,2000-01-15,87747,1,173.197500
1120,2000-01-15,92587,1,173.197500
1122,2000-01-15,25526,1,147.997500
1122,2000-01-15,30161,1,157.447500
1122,2000-01-15,34480,1,157.447500
1122,2000-01-15,44021,1,157.447500
1122,2000-01-15,61938,1,157.447500
1122,2000-01-15,67203,1,157.447500
1122,2000-01-15,80210,1,157.447500
1122,2000-01-15,84741,1,157.447500
1122,2000-01-15,87505,1,157.447500
1122,2000-01-15,90650,1,157.447500
1122,2000-01-15,90670,1,157.447500
1122,2000-01-15,92586,1,157.447500
1131,2000-01-15,39056,1,419.947500
1132,2000-01-15,19148,1,629.947500
1132,2000-01-15,33513,1,629.947500
1132,2000-01-15,80110,1,629.947500
1132,2000-01-15,92007,1,629.947500
1132,2000-01-15,97470,1,629.947500
1133,2000-01-15,70592,1,629.947500
1133,2000-01-15,92020,1,629.947500
1133,2000-01-15,92071,1,629.947500
1150,2000-01-15,92220,1,392.700000
1157,2000-01-15,11703,1,377.947500
1157,2000-01-15,16344,1,377.947500
1157,2000-01-15,31765,1,377.947500
1157,2000-01-15,33023,1,377.947500
1157,2000-01-15,34209,1,377.947500
1157,2000-01-15,36010,1,377.947500
1157,2000-01-15,41183,1,377.947500
1157,2000-01-15,52761,1,377.947500
1157,2000-01-15,70427,1,377.947500
1157,2000-01-15,76011,1,377.947500
1157,2000-01-15,77627,1,377.947500
1157,2000-01-15,87124,1,377.947500
1157,2000-01-15,98055,1,377.947500
1166,2000-01-15,19140,1,535.447500
1166,2000-01-15,70726,1,535.447500
1166,2000-01-15,73521,1,535.447500
1168,2000-01-15,30045,1,367.447500
1168,2000-01-15,32810,1,367.447500
1168,2000-01-15,33126,1,367.447500
1168,2000-01-15,46012,1,367.447500
1168,2000-01-15,70058,1,367.447500
1168,2000-01-15,95602,1,393.697500
1173,2000-01-15,19047,1,524.947500
1173,2000-01-15,21122,1,524.947500
1173,2000-01-15,24019,1,524.947500
1173,2000-01-15,28806,1,524.947500
1173,2000-01-15,29420,1,524.947500
1173,2000-01-15,32209,1,524.947500
1173,2000-01-15,33056,1,524.947500
1173,2000-01-15,36751,1,524.947500
1173,2000-01-15,37128,1,524.947500
1173,2000-01-15,38703,1,524.947500
1173,2000-01-15,42103,1,524.947500
1173,2000-01-15,58763,1,524.947500
1173,2000-01-15,70810,1,524.947500
1173,2000-01-15,88201,1,524.947500
1173,2000-01-15,91320,1,524.947500
1173,2000-01-15,96055,1,524.947500
1182,2000-01-15,10573,1,157.447500
1182,2000-01-15,33140,1,157.447500
1182,2000-01-15,35022,1,157.447500
1182,2000-01-15,36072,1,157.447500
1182,2000-01-15,37167,1,157.447500
1182,2000-01-15,40206,1,157.447500
1182,2000-01-15,42749,1,157.447500
1182,2000-01-15,85022,1,157.447500
1182,2000-01-15,92040,1,157.447500
1182,2000-01-15,93933,1,157.447500
1185,2000-01-15,14072,1,419.947500
1185,2000-01-15,30318,1,419.947500
1185,2000-01-15,33165,1,419.947500
1185,2000-01-15,33549,1,419.947500
1185,2000-01-15,71105,1,419.947500
1185,2000-01-15,72120,1,419.947500
1185,2000-01-15,73503,1,419.947500
1185,2000-01-15,77033,1,419.947500
1185,2000-01-15,92040,1,419.947500
1185,2000-01-15,92672,1,419.947500
1188,2000-01-15,27021,1,472.447500
1188,2000-01-15,31313,1,472.447500
1188,2000-01-15,48224,1,472.447500
1191,2000-01-15,30606,1,257.197500
1191,2000-01-15,32837,1,262.447500
1191,2000-01-15,70037,1,262.447500
1191,2000-01-15,90265,1,262.447500
1191,2000-01-15,93063,1,262.447500
1191,2000-01-15,97401,1,262.447500
1203,2000-01-15,15237,1,314.947500
1203,2000-01-15,78242,1,314.947500
1203,2000-01-15,78250,1,314.947500
1204,2000-01-15,76801,1,456.697500
1205,2000-01-15,57039,1,367.447500
1215,2000-01-15,22043,1,356.947500
1215,2000-01-15,28642,1,362.197500
1215,2000-01-15,33023,1,356.947500
1215,2000-01-15,33062,1,356.947500
1215,2000-01-15,33133,1,356.947500
1215,2000-01-15,46545,1,356.947500
1215,2000-01-15,70461,1,356.947500
1215,2000-01-15,77018,1,356.947500
1215,2000-01-15,84790,1,356.947500
1215,2000-01-15,85373,1,356.947500
1215,2000-01-15,87305,1,356.947500
1225,2000-01-15,31636,1,236.197500
1225,2000-01-15,33013,2,472.395000
1225,2000-01-15,75604,1,236.197500
1227,2000-01-15,37327,1,314.947500
1227,2000-01-15,76180,1,314.947500
1227,2000-01-15,85019,1,314.947500
1227,2000-01-15,92544,1,314.947500
1229,2000-01-15,29579,1,236.197500
1229,2000-01-15,91732,1,251.947500
1230,2000-01-15,28786,1,524.947500
1230,2000-01-15,35603,1,524.947500
1230,2000-01-15,93010,1,519.697500
1238,2000-01-15,92504,1,333.270000
1298,2000-01-15,92646,1,346.395000
1310,2000-01-15,39759,1,270.270000
1310,2000-01-15,98031,1,270.270000
1317,2000-01-15,74017,1,307.020000
1318,2000-01-15,49426,1,307.020000
1329,2000-01-15,33166,1,92.820000
1329,2000-01-15,43942,1,92.820000
1329,2000-01-15,44044,1,92.820000
1329,2000-01-15,44266,1,92.820000
1329,2000-01-15,44483,1,92.820000
1329,2000-01-15,47112,1,92.820000
1329,2000-01-15,50120,1,92.820000
1329,2000-01-15,60146,1,92.820000
1329,2000-01-15,63389,1,92.820000
1329,2000-01-15,63624,1,92.820000
1329,2000-01-15,77013,1,92.820000
1329,2000-01-15,77867,1,92.820000
1329,2000-01-15,91901,1,91.770000
1329,2000-01-15,98942,1,92.820000
1329,2000-01-15,99202,1,92.820000
1330,2000-01-15,02382,1,92.820000
1330,2000-01-15,18610,1,92.820000
1330,2000-01-15,27105,1,92.820000
1330,2000-01-15,45013,1,92.820000
1330,2000-01-15,64014,1,92.820000
1330,2000-01-15,78660,1,92.820000
1330,2000-01-15,84117,1,92.820000
1330,2000-01-15,92025,1,92.820000
1345,2000-01-15,45714,1,304.395000
1345,2000-01-15,76137,1,304.395000
1346,2000-01-15,83651,1,304.395000
1346,2000-01-15,89119,1,304.395000
1346,2000-01-15,92808,1,304.395000
1346,2000-01-15,98133,1,296.520000
1347,2000-01-15,68526,1,299.145000
1348,2000-01-15,44319,1,299.145000
1348,2000-01-15,47041,1,299.145000
1351,2000-01-15,75050,1,309.645000
1352,2000-01-15,19456,1,309.645000
1352,2000-01-15,71913,1,309.645000
1352,2000-01-15,78155,1,309.645000
1352,2000-01-15,95129,1,309.645000
1352,2000-01-15,97741,1,309.645000
1379,2000-01-15,08302,1,314.895000
1379,2000-01-15,93536,1,314.895000
1425,2000-01-15,33166,1,286.020000
1425,2000-01-15,72947,1,286.020000
1425,2000-01-15,93555,1,286.020000
1425,2000-01-15,96150,1,286.020000
1426,2000-01-15,06611,1,286.020000
1426,2000-01-15,80128,1,286.020000
1426,2000-01-15,95608,1,286.020000
1430,2000-01-15,16316,1,283.395000
1430,2000-01-15,17315,1,283.395000
1430,2000-01-15,28269,1,283.395000
1430,2000-01-15,79424,1,283.395000
1430,2000-01-15,85260,1,283.395000
1435,2000-01-15,06854,1,312.270000
1435,2000-01-15,31763,1,312.270000
1435,2000-01-15,37876,1,312.270000
1435,2000-01-15,44709,1,312.270000
1435,2000-01-15,73089,1,312.270000
1435,2000-01-15,79331,1,312.270000
1435,2000-01-15,90290,1,312.270000
1435,2000-01-15,93257,1,312.270000
1435,2000-01-15,93420,1,312.270000
1436,2000-01-15,15946,1,312.270000
1436,2000-01-15,61265,1,312.270000
1436,2000-01-15,74033,1,312.270000
1436,2000-01-15,76247,1,312.270000
1436,2000-01-15,78613,1,312.270000
1436,2000-01-15,80013,1,312.270000
1436,2000-01-15,85382,1,312.270000
1436,2000-01-15,89113,1,312.270000
1449,2000-01-15,02053,1,118.020000
1449,2000-01-15,02343,1,118.020000
1449,2000-01-15,65020,1,118.020000
1449,2000-01-15,76706,1,118.020000
1449,2000-01-15,89511,1,118.020000
1449,2000-01-15,92227,1,118.020000
1449,2000-01-15,92563,1,118.020000
1450,2000-01-15,45247,1,118.020000
1450,2000-01-15,62983,1,118.020000
1450,2000-01-15,63010,1,118.020000
1450,2000-01-15,70761,1,118.020000
1450,2000-01-15,90502,1,118.020000
1450,2000-01-15,93446,1,118.020000
1450,2000-01-15,95746,1,118.020000
1478,2000-01-15,13215,1,317.520000
1483,2000-01-15,30008,1,70.770000
1484,2000-01-15,77073,1,70.770000
1489,2000-01-15,29621,1,262.395000
1489,2000-01-15,45140,1,262.395000
1490,2000-01-15,93312,1,262.395000
1490,2000-01-15,97023,1,262.395000
1490,2000-01-15,97391,1,230.895000
1490,2000-01-15,98424,1,262.395000
1517,2000-01-15,38017,1,141.645000
1517,2000-01-15,38018,1,141.645000
1517,2000-01-15,43558,1,141.645000
1517,2000-01-15,50208,1,141.645000
1517,2000-01-15,63304,1,141.645000
1517,2000-01-15,90731,1,141.645000
1517,2000-01-15,95038,1,141.645000
1518,2000-01-15,21154,1,141.645000
1518,2000-01-15,21157,1,141.645000
1518,2000-01-15,25716,1,141.645000
1518,2000-01-15,31816,1,141.645000
1518,2000-01-15,81503,1,141.645000
1518,2000-01-15,85257,1,141.645000
1554,2000-01-15,85032,1,330.645000
1641,2000-01-15,78681,1,70.770000
1641,2000-01-15,89506,2,141.540000
1641,2000-01-15,92220,1,70.770000
1641,2000-01-15,92562,1,70.770000
1641,2000-01-15,93312,1,70.770000
1641,2000-01-15,94533,1,70.770000
1894,2000-01-15,01129,1,682.237500
1894,2000-01-15,01468,1,682.237500
1894,2000-01-15,17013,1,682.237500
1894,2000-01-15,28480,1,682.237500
1894,2000-01-15,37027,1,682.237500
1894,2000-01-15,45324,1,682.237500
1894,2000-01-15,46701,1,682.237500
1894,2000-01-15,57201,2,1364.475000
1894,2000-01-15,87301,1,682.237500
1894,2000-01-15,89117,1,682.237500
1894,2000-01-15,98273,1,682.237500
1909,2000-01-15,12729,1,199.447500
1909,2000-01-15,72903,1,199.447500
1909,2000-01-15,87108,1,199.447500
1909,2000-01-15,92677,1,199.447500
1911,2000-01-15,02822,1,244.072500
1911,2000-01-15,30075,1,241.447500
1911,2000-01-15,31905,1,244.072500
1911,2000-01-15,77035,1,244.072500
1911,2000-01-15,79316,1,244.072500
1911,2000-01-15,98383,1,244.072500
1920,2000-01-15,16146,1,280.822500
1920,2000-01-15,23958,1,272.947500
1920,2000-01-15,32208,1,280.822500
1920,2000-01-15,44624,1,280.822500
1920,2000-01-15,64034,1,278.197500
1930,2000-01-15,50125,1,283.447500
1931,2000-01-15,33549,1,286.072500
1931,2000-01-15,42103,1,283.447500
1931,2000-01-15,75028,1,283.447500
1948,2000-01-15,13036,2,593.145000
1948,2000-01-15,14580,1,296.572500
1948,2000-01-15,15063,1,296.572500
1948,2000-01-15,15349,1,296.572500
1948,2000-01-15,19707,1,296.572500
1948,2000-01-15,21113,1,296.572500
1948,2000-01-15,29316,1,296.572500
1948,2000-01-15,33540,1,296.572500
1948,2000-01-15,46254,1,296.572500
1948,2000-01-15,46808,1,296.572500
1948,2000-01-15,52722,1,296.572500
1948,2000-01-15,53072,1,296.572500
1948,2000-01-15,61704,1,296.572500
1948,2000-01-15,66202,1,296.572500
1948,2000-01-15,70816,1,296.572500
1948,2000-01-15,75904,1,296.572500
1948,2000-01-15,76501,1,296.572500
1948,2000-01-15,80015,1,296.572500
1948,2000-01-15,82601,1,296.572500
1948,2000-01-15,85236,1,296.572500
1948,2000-01-15,87415,1,296.572500
1948,2000-01-15,92821,1,296.572500
1948,2000-01-15,97045,2,593.145000
1948,2000-01-15,97814,1,296.572500
1949,2000-01-15,02770,1,296.572500
1949,2000-01-15,08753,1,296.572500
1949,2000-01-15,15370,1,296.572500
1949,2000-01-15,15717,2,593.145000
1949,2000-01-15,16830,1,296.572500
1949,2000-01-15,27018,1,296.572500
1949,2000-01-15,29819,1,296.572500
1949,2000-01-15,32780,4,1181.040000
1949,2000-01-15,34786,2,593.145000
1949,2000-01-15,37042,1,296.572500
1949,2000-01-15,38001,1,296.572500
1949,2000-01-15,43945,1,296.572500
1949,2000-01-15,44305,1,296.572500
1949,2000-01-15,45107,1,296.572500
1949,2000-01-15,45414,2,593.145000
1949,2000-01-15,46763,1,296.572500
1949,2000-01-15,47918,1,296.572500
1949,2000-01-15,49235,1,296.572500
1949,2000-01-15,50049,1,296.572500
1949,2000-01-15,52353,1,296.572500
1949,2000-01-15,53104,1,296.572500
1949,2000-01-15,73034,1,296.572500
1949,2000-01-15,74401,1,296.572500
1949,2000-01-15,74743,1,296.572500
1949,2000-01-15,75050,2,593.145000
1949,2000-01-15,76013,1,296.572500
1949,2000-01-15,77551,1,296.572500
1949,2000-01-15,82414,1,296.572500
1949,2000-01-15,85032,1,296.572500
1949,2000-01-15,92648,1,296.572500
1949,2000-01-15,92683,1,296.572500
1949,2000-01-15,93242,1,296.572500
1949,2000-01-15,95828,1,296.572500
1949,2000-01-15,97031,1,296.572500
1949,2000-01-15,98038,2,593.145000
1949,2000-01-15,98579,1,293.947500
1956,2000-01-15,62864,4,615.090000
1956,2000-01-15,75941,1,147.997500
1956,2000-01-15,84041,5,768.862500
1956,2000-01-15,89014,1,153.772500
1956,2000-01-15,92805,1,153.772500
1956,2000-01-15,93274,1,153.772500
1956,2000-01-15,95638,1,153.772500
1957,2000-01-15,08638,2,307.545000
1957,2000-01-15,22193,2,307.545000
1957,2000-01-15,24078,2,307.545000
1957,2000-01-15,28624,1,153.772500
1957,2000-01-15,28625,1,153.772500
1957,2000-01-15,29745,1,153.772500
1957,2000-01-15,48327,1,153.772500
1957,2000-01-15,75043,1,153.772500
1957,2000-01-15,90621,2,307.545000
1957,2000-01-15,93654,1,153.772500
1960,2000-01-15,21122,1,97.072500
1960,2000-01-15,21613,2,194.145000
1960,2000-01-15,23955,1,97.072500
1960,2000-01-15,30176,1,97.072500
1960,2000-01-15,30506,1,97.072500
1960,2000-01-15,32771,2,194.145000
1960,2000-01-15,48307,1,97.072500
1960,2000-01-15,48438,1,97.072500
1960,2000-01-15,48661,1,97.072500
1960,2000-01-15,71129,1,97.072500
1960,2000-01-15,85255,1,97.072500
1960,2000-01-15,95949,1,97.072500
1960,2000-01-15,98444,1,97.072500
1961,2000-01-15,06351,1,97.072500
1961,2000-01-15,11501,1,97.072500
1961,2000-01-15,21771,1,97.072500
